file,filename,method_directory,method,C,run,code_family,group_path,n_records,n_steps,final_index,final_selection_rule,final_distance,final_score,final_ler,final_ler_std,best_index,best_distance,best_score,best_ler,best_ler_std,best_ler_index,runtime_seconds,runtime_source,beam_width,score_gamma,score_max_weight,score_max_top,logical_max_comb_order,precision_budget,total_runtime
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C2_run4.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C2_run4.hdf5,beam,beam,2,4,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_171333",2176,51,2147,final_best marker,12.0,23836349.999999993,0.00121,0.00010993397952770811,2147,12.0,23836349.999999993,0.00121,0.00010993397952770811,2147,3657.14,run-group total_runtime attribute,5,0.1,18,10,10,100000,3657.14
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C2_run5.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C2_run5.hdf5,beam,beam,2,5,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_181432",2132,51,2065,final_best marker,12.0,24777245.999999993,0.00125,0.00011173405857212229,2126,12.0,24777245.999999993,0.00125,0.00011173405857212229,2065,2845.82,run-group total_runtime attribute,5,0.1,18,10,10,100000,2845.82
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C2_run6.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C2_run6.hdf5,beam,beam,2,6,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_190200",2456,51,2309,final_best marker,12.0,28678045.99999999,0.00122,0.00011038676484243264,2449,12.0,24806452.999999993,0.00122,0.00011038676484243264,2309,2815.25,run-group total_runtime attribute,5,0.1,18,10,10,100000,2815.25
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C2_run7.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C2_run7.hdf5,beam,beam,2,7,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_194857",2153,51,2099,final_best marker,12.0,25737745.999999993,0.00125,0.00011173405857212229,1992,12.0,25728139.999999993,0.00125,0.00011173405857212229,2099,2945.93,run-group total_runtime attribute,5,0.1,18,10,10,100000,2945.93
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C2_run8.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C2_run8.hdf5,beam,beam,2,8,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_203816",2296,51,1989,final_best marker,12.0,24777342.999999993,0.00123,0.00011083769146792304,2019,12.0,23855850.999999993,0.00123,0.00011083769146792304,1989,2977.01,run-group total_runtime attribute,5,0.1,18,10,10,100000,2977.01
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C2_run9.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C2_run9.hdf5,beam,beam,2,9,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_212755",1922,51,1780,final_best marker,12.0,25728043.999999993,0.00136,0.00011654029267338469,1770,12.0,23846247.999999993,0.00136,0.00011654029267338469,1780,2955.46,run-group total_runtime attribute,5,0.1,18,10,10,100000,2955.46
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C2_run10.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C2_run10.hdf5,beam,beam,2,10,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260615_144022",1944,51,1436,final_best marker,12.0,22799805.999999993,0.00113,0.00010624191203775813,1413,12.0,20830981.999999993,0.00113,0.00010624191203775813,1436,2763.66,run-group total_runtime attribute,5,0.1,18,10,10,100000,2763.66
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C2_run1.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C2_run1.hdf5,greedy,greedy,2,1,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_133758",694,42,659,final_best marker,12.0,29706851.99999999,0.00159,0.0001259955465434294,657,12.0,26757045.999999993,0.00159,0.0001259955465434294,659,881.63,run-group total_runtime attribute,1,0.1,18,10,10,100000,881.63
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C2_run2.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C2_run2.hdf5,greedy,greedy,2,2,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_135241",442,37,424,final_best marker,12.0,24787047.999999993,0.00124,0.00011128678199803637,424,12.0,24787047.999999993,0.00124,0.00011128678199803637,424,1070.5,run-group total_runtime attribute,1,0.1,18,10,10,100000,1070.5
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C2_run3.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C2_run3.hdf5,greedy,greedy,2,3,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_141033",816,43,760,final_best marker,12.0,28707443.99999999,0.00129,0.0001135054528860986,749,12.0,26776549.999999993,0.00129,0.0001135054528860986,760,967.05,run-group total_runtime attribute,1,0.1,18,10,10,100000,967.05
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C2_run4.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C2_run4.hdf5,greedy,greedy,2,4,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_142652",709,45,648,final_best marker,12.0,28697741.99999999,0.00142,0.00011907971195706679,665,12.0,28697741.99999999,0.00142,0.00011907971195706679,648,1211.93,run-group total_runtime attribute,1,0.1,18,10,10,100000,1211.93
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C2_run5.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C2_run5.hdf5,greedy,greedy,2,5,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_144706",603,46,548,final_best marker,12.0,29686859.99999999,0.00128,0.00011306521939764842,522,12.0,27756649.99999999,0.00128,0.00011306521939764842,548,1205.9,run-group total_runtime attribute,1,0.1,18,10,10,100000,1205.9
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C2_run6.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C2_run6.hdf5,greedy,greedy,2,6,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_150714",465,43,436,final_best marker,12.0,28697446.99999999,0.00146,0.00012074282499717273,440,12.0,27717346.99999999,0.00146,0.00012074282499717273,436,1096.25,run-group total_runtime attribute,1,0.1,18,10,10,100000,1096.25
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C2_run7.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C2_run7.hdf5,greedy,greedy,2,7,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_152531",716,45,677,final_best marker,12.0,25767144.999999993,0.0011,0.00010482370857825438,698,12.0,23816746.999999993,0.0011,0.00010482370857825438,677,988.27,run-group total_runtime attribute,1,0.1,18,10,10,100000,988.27
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C2_run8.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C2_run8.hdf5,greedy,greedy,2,8,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_154213",561,38,533,final_best marker,12.0,28707347.99999999,0.00119,0.00010902274010305646,540,12.0,26727547.999999993,0.00119,0.00010902274010305646,533,1415.03,run-group total_runtime attribute,1,0.1,18,10,10,100000,1415.03
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C2_run9.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C2_run9.hdf5,greedy,greedy,2,9,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_160550",906,38,900,final_best marker,12.0,24540981.999999993,0.00126,0.00011217954288772272,903,12.0,22732521.999999993,0.00126,0.00011217954288772272,900,1236.7,run-group total_runtime attribute,1,0.1,18,10,10,100000,1236.7
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C2_run10.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C2_run10.hdf5,greedy,greedy,2,10,"[1600,64]","/[1600,64]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260615_151916",676,42,644,final_best marker,12.0,26757045.999999993,0.00121,0.00010993397952770811,653,12.0,26757045.999999993,0.00121,0.00010993397952770811,644,1037.9,run-group total_runtime attribute,1,0.1,18,10,10,100000,1037.9
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run1.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C3_run1.hdf5,beam,beam,3,1,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_133941",3229,51,2823,final_best marker,12.0,7067992.999999998,0.00092,9.58729780296782e-05,2606,12.0,6042175.999999998,0.00092,9.58729780296782e-05,2823,7714.63,run-group total_runtime attribute,5,0.1,18,10,10,100000,7714.63
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run2.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C3_run2.hdf5,beam,beam,3,2,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_154818",4678,51,3845,final_best marker,12.0,7723116.999999997,0.00077,8.77162923377374e-05,4623,12.0,6771533.999999998,0.00077,8.77162923377374e-05,3845,7175.11,run-group total_runtime attribute,5,0.1,18,10,10,100000,7175.11
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run3.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C3_run3.hdf5,beam,beam,3,3,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_174756",5003,51,3011,final_best marker,12.0,6811124.999999998,0.00086,9.269676330325277e-05,1743,12.0,6732529.999999998,0.00086,9.269676330325277e-05,3011,5912.0,run-group total_runtime attribute,5,0.1,18,10,10,100000,5912.0
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run4.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C3_run4.hdf5,beam,beam,3,4,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_192631",2693,51,1662,final_best marker,12.0,5548970.999999998,0.00093,9.639213616493383e-05,1576,12.0,4837127.999999998,0.00093,9.639213616493383e-05,1662,4502.07,run-group total_runtime attribute,5,0.1,18,10,10,100000,4502.07
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run5.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C3_run5.hdf5,beam,beam,3,5,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_204135",2668,51,2094,final_best marker,12.0,4732465.999999998,0.00087,9.323367377283408e-05,2130,12.0,4732465.999999998,0.00087,9.323367377283408e-05,2094,4171.84,run-group total_runtime attribute,5,0.1,18,10,10,100000,4171.84
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run6.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C3_run6.hdf5,beam,beam,3,6,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_215109",4110,51,3720,final_best marker,12.0,7139530.999999998,0.0008,8.940738189209751e-05,2098,12.0,6751639.999999998,0.0008,8.940738189209751e-05,3720,4676.31,run-group total_runtime attribute,5,0.1,18,10,10,100000,4676.31
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run7.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C3_run7.hdf5,beam,beam,3,7,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_230907",3867,51,3422,final_best marker,12.0,4436806.999999999,0.0008,8.94073818920975e-05,3422,12.0,4436806.999999999,0.0008,8.94073818920975e-05,3422,4410.77,run-group total_runtime attribute,5,0.1,18,10,10,100000,4410.77
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run8.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C3_run8.hdf5,beam,beam,3,8,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260614_002241",2688,51,2456,final_best marker,12.0,6544974.999999998,0.00088,9.37674992918081e-05,2093,12.0,5326390.999999998,0.00088,9.37674992918081e-05,2456,3769.52,run-group total_runtime attribute,5,0.1,18,10,10,100000,3769.52
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run9.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C3_run9.hdf5,beam,beam,3,9,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260614_012532",2165,51,1732,final_best marker,12.0,4898617.999999998,0.00078,8.828359949582596e-05,1772,12.0,4898617.999999998,0.00078,8.828359949582596e-05,1732,3613.98,run-group total_runtime attribute,5,0.1,18,10,10,100000,3613.98
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run10.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C3_run10.hdf5,beam,beam,3,10,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260615_144012",4812,51,4474,final_best marker,12.0,6771335.999999998,0.00078,8.828359949582596e-05,4788,12.0,6752227.999999998,0.00078,8.828359949582596e-05,4474,5608.24,run-group total_runtime attribute,5,0.1,18,10,10,100000,5608.24
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run1.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C3_run1.hdf5,greedy,greedy,3,1,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_133809",1039,51,882,final_best marker,12.0,7771236.999999997,0.00075,8.657049118781437e-05,856,12.0,6800937.999999998,0.00075,8.657049118781437e-05,882,1778.1,run-group total_runtime attribute,1,0.1,18,10,10,100000,1778.1
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run2.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C3_run2.hdf5,greedy,greedy,3,2,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_140801",644,50,522,final_best marker,12.0,8648086.999999996,0.00065,8.059677387091609e-05,488,12.0,7689109.999999998,0.00065,8.059677387091609e-05,522,1602.71,run-group total_runtime attribute,1,0.1,18,10,10,100000,1602.71
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run3.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C3_run3.hdf5,greedy,greedy,3,3,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_143446",1169,51,840,final_best marker,12.0,10681837.999999996,0.00089,9.429829225218884e-05,618,12.0,8741727.999999996,0.00089,9.429829225218884e-05,840,2513.68,run-group total_runtime attribute,1,0.1,18,10,10,100000,2513.68
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run4.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C3_run4.hdf5,greedy,greedy,3,4,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_151653",1172,51,456,final_best marker,12.0,8722224.999999996,0.0007,8.363713261285036e-05,456,12.0,8722224.999999996,0.0007,8.363713261285036e-05,456,2451.82,run-group total_runtime attribute,1,0.1,18,10,10,100000,2451.82
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run5.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C3_run5.hdf5,greedy,greedy,3,5,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_155747",1057,51,856,final_best marker,12.0,8721934.999999996,0.00068,8.243448279961209e-05,856,12.0,8721934.999999996,0.00068,8.243448279961209e-05,856,2049.77,run-group total_runtime attribute,1,0.1,18,10,10,100000,2049.77
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run6.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C3_run6.hdf5,greedy,greedy,3,6,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_163158",1141,51,831,final_best marker,12.0,9682624.999999996,0.00088,9.37674992918081e-05,863,12.0,7751633.999999997,0.00088,9.37674992918081e-05,831,1305.56,run-group total_runtime attribute,1,0.1,18,10,10,100000,1305.56
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run7.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C3_run7.hdf5,greedy,greedy,3,7,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_165345",1042,51,858,final_best marker,12.0,8741629.999999996,0.00088,9.376749929180809e-05,858,12.0,8741629.999999996,0.00088,9.376749929180809e-05,858,1537.14,run-group total_runtime attribute,1,0.1,18,10,10,100000,1537.14
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run8.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C3_run8.hdf5,greedy,greedy,3,8,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_171924",1094,51,800,final_best marker,12.0,8761130.999999996,0.00085,9.215671396376547e-05,880,12.0,8741340.999999996,0.00085,9.215671396376547e-05,800,1290.91,run-group total_runtime attribute,1,0.1,18,10,10,100000,1290.91
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run9.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C3_run9.hdf5,greedy,greedy,3,9,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_174057",1110,51,1023,final_best marker,12.0,7741933.999999997,0.00099,9.944997688777525e-05,1022,12.0,7732133.999999997,0.00099,9.944997688777525e-05,1023,1740.14,run-group total_runtime attribute,1,0.1,18,10,10,100000,1740.14
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run10.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C3_run10.hdf5,greedy,greedy,3,10,"[2025,81]","/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260615_151918",1128,51,991,final_best marker,12.0,7673521.999999997,0.00078,8.828359949582596e-05,1109,12.0,7414207.999999998,0.00078,8.828359949582596e-05,991,1701.64,run-group total_runtime attribute,1,0.1,18,10,10,100000,1701.64
